,DATUM,ID_MASCHINE,MSTART,MENDE,MP1_START,MP1_ENDE,MP2_START,MP2_ENDE,MP3_START,MP3_ENDE,MZEIT_MIN,KURZBEZ,AENDERUNG_DATUM,AENDERUNG_USER
10,2012-01-03 00:00:00,12,2012-01-03 05:00:00,2012-01-03 15:30:00,2012-01-03 08:00:00,2012-01-03 08:30:00,2012-01-03 12:00:00,2012-01-03 12:45:00,2012-01-03 14:15:00,2012-01-03 14:30:00,540,,2012-02-02 10:00:00,AUTO
11,2012-01-03 00:00:00,13,2012-01-03 05:00:00,2012-01-03 15:30:00,2012-01-03 08:00:00,2012-01-03 08:30:00,2012-01-03 12:00:00,2012-01-03 12:45:00,2012-01-03 14:15:00,2012-01-03 14:30:00,540,,2012-02-02 10:00:00,AUTO
12,2012-01-03 00:00:00,29,2012-01-03 05:00:00,2012-01-03 15:30:00,2012-01-03 08:00:00,2012-01-03 08:30:00,2012-01-03 12:00:00,2012-01-03 12:45:00,2012-01-03 14:15:00,2012-01-03 14:30:00,540,,2012-02-02 10:00:00,AUTO
13,2012-01-04 00:00:00,1,2012-01-04 05:30:00,2012-01-04 16:30:00,2012-01-04 08:30:00,2012-01-04 09:00:00,2012-01-04 12:00:00,2012-01-04 12:45:00,2012-01-04 14:30:00,2012-01-04 14:45:00,570,,2012-02-02 10:00:00,AUTO
14,2012-01-04 00:00:00,2,2012-01-04 05:30:00,2012-01-04 16:30:00,2012-01-04 08:30:00,2012-01-04 09:00:00,2012-01-04 12:00:00,2012-01-04 12:45:00,2012-01-04 14:30:00,2012-01-04 14:45:00,570,,2012-02-02 10:00:00,AUTO
15,2012-01-04 00:00:00,4,2012-01-04 05:30:00,2012-01-04 16:30:00,2012-01-04 08:30:00,2012-01-04 09:00:00,2012-01-04 12:00:00,2012-01-04 12:45:00,2012-01-04 14:30:00,2012-01-04 14:45:00,570,,2012-02-02 10:00:00,AUTO
16,2012-01-04 00:00:00,9,2012-01-04 05:00:00,2012-01-04 15:30:00,2012-01-04 08:00:00,2012-01-04 08:30:00,2012-01-04 12:00:00,2012-01-04 12:45:00,2012-01-04 14:15:00,2012-01-04 14:30:00,540,,2012-02-02 10:00:00,AUTO
17,2012-01-04 00:00:00,10,2012-01-04 05:00:00,2012-01-04 15:30:00,2012-01-04 08:00:00,2012-01-04 08:30:00,2012-01-04 12:00:00,2012-01-04 12:45:00,2012-01-04 14:15:00,2012-01-04 14:30:00,540,,2012-02-02 10:00:00,AUTO
18,2012-01-04 00:00:00,12,2012-01-04 05:00:00,2012-01-04 15:30:00,2012-01-04 08:00:00,2012-01-04 08:30:00,2012-01-04 12:00:00,2012-01-04 12:45:00,2012-01-04 14:15:00,2012-01-04 14:30:00,540,,2012-02-02 10:00:00,AUTO
19,2012-01-04 00:00:00,13,2012-01-04 05:00:00,2012-01-04 15:30:00,2012-01-04 08:00:00,2012-01-04 08:30:00,2012-01-04 12:00:00,2012-01-04 12:45:00,2012-01-04 14:15:00,2012-01-04 14:30:00,540,,2012-02-02 10:00:00,AUTO
20,2012-01-04 00:00:00,29,2012-01-04 05:00:00,2012-01-04 15:30:00,2012-01-04 08:00:00,2012-01-04 08:30:00,2012-01-04 12:00:00,2012-01-04 12:45:00,2012-01-04 14:15:00,2012-01-04 14:30:00,540,,2012-02-02 10:00:00,AUTO
21,2012-01-06 00:00:00,1,2012-01-06 05:30:00,2012-01-06 16:30:00,2012-01-06 08:30:00,2012-01-06 09:00:00,2012-01-06 12:00:00,2012-01-06 12:45:00,2012-01-06 14:30:00,2012-01-06 14:45:00,570,,2012-02-02 10:00:00,AUTO
22,2012-01-06 00:00:00,2,2012-01-06 05:30:00,2012-01-06 16:30:00,2012-01-06 08:30:00,2012-01-06 09:00:00,2012-01-06 12:00:00,2012-01-06 12:45:00,2012-01-06 14:30:00,2012-01-06 14:45:00,570,,2012-02-02 10:00:00,AUTO
23,2012-01-06 00:00:00,4,2012-01-06 05:30:00,2012-01-06 16:30:00,2012-01-06 08:30:00,2012-01-06 09:00:00,2012-01-06 12:00:00,2012-01-06 12:45:00,2012-01-06 14:30:00,2012-01-06 14:45:00,570,,2012-02-02 10:00:00,AUTO
24,2012-01-09 00:00:00,1,2012-01-09 05:30:00,2012-01-09 16:30:00,2012-01-09 08:30:00,2012-01-09 09:00:00,2012-01-09 12:00:00,2012-01-09 12:45:00,2012-01-09 14:30:00,2012-01-09 14:45:00,570,,2012-02-02 10:00:00,AUTO
25,2012-01-09 00:00:00,2,2012-01-09 05:30:00,2012-01-09 16:30:00,2012-01-09 08:30:00,2012-01-09 09:00:00,2012-01-09 12:00:00,2012-01-09 12:45:00,2012-01-09 14:30:00,2012-01-09 14:45:00,570,,2012-02-02 10:00:00,AUTO
26,2012-01-09 00:00:00,4,2012-01-09 05:30:00,2012-01-09 16:30:00,2012-01-09 08:30:00,2012-01-09 09:00:00,2012-01-09 12:00:00,2012-01-09 12:45:00,2012-01-09 14:30:00,2012-01-09 14:45:00,570,,2012-02-02 10:00:00,AUTO
27,2012-01-09 00:00:00,9,2012-01-09 05:00:00,2012-01-09 15:30:00,2012-01-09 08:00:00,2012-01-09 08:30:00,2012-01-09 12:00:00,2012-01-09 12:45:00,2012-01-09 14:15:00,2012-01-09 14:30:00,540,,2012-02-02 10:00:00,AUTO
28,2012-01-09 00:00:00,10,2012-01-09 05:00:00,2012-01-09 15:30:00,2012-01-09 08:00:00,2012-01-09 08:30:00,2012-01-09 12:00:00,2012-01-09 12:45:00,2012-01-09 14:15:00,2012-01-09 14:30:00,540,,2012-02-02 10:00:00,AUTO
29,2012-01-09 00:00:00,12,2012-01-09 05:00:00,2012-01-09 15:30:00,2012-01-09 08:00:00,2012-01-09 08:30:00,2012-01-09 12:00:00,2012-01-09 12:45:00,2012-01-09 14:15:00,2012-01-09 14:30:00,540,,2012-02-02 10:00:00,AUTO
30,2012-01-09 00:00:00,13,2012-01-09 05:00:00,2012-01-09 15:30:00,2012-01-09 08:00:00,2012-01-09 08:30:00,2012-01-09 12:00:00,2012-01-09 12:45:00,2012-01-09 14:15:00,2012-01-09 14:30:00,540,,2012-02-02 10:00:00,AUTO
31,2012-01-09 00:00:00,29,2012-01-09 05:00:00,2012-01-09 15:30:00,2012-01-09 08:00:00,2012-01-09 08:30:00,2012-01-09 12:00:00,2012-01-09 12:45:00,2012-01-09 14:15:00,2012-01-09 14:30:00,540,,2012-02-02 10:00:00,AUTO
32,2012-01-10 00:00:00,9,2012-01-10 05:00:00,2012-01-10 15:30:00,2012-01-10 08:00:00,2012-01-10 08:30:00,2012-01-10 12:00:00,2012-01-10 12:45:00,2012-01-10 14:15:00,2012-01-10 14:30:00,540,,2012-02-02 10:00:00,AUTO
33,2012-01-10 00:00:00,10,2012-01-10 05:00:00,2012-01-10 15:30:00,2012-01-10 08:00:00,2012-01-10 08:30:00,2012-01-10 12:00:00,2012-01-10 12:45:00,2012-01-10 14:15:00,2012-01-10 14:30:00,540,,2012-02-02 10:00:00,AUTO
34,2012-01-10 00:00:00,12,2012-01-10 05:00:00,2012-01-10 15:30:00,2012-01-10 08:00:00,2012-01-10 08:30:00,2012-01-10 12:00:00,2012-01-10 12:45:00,2012-01-10 14:15:00,2012-01-10 14:30:00,540,,2012-02-02 10:00:00,AUTO
35,2012-01-10 00:00:00,13,2012-01-10 05:00:00,2012-01-10 15:30:00,2012-01-10 08:00:00,2012-01-10 08:30:00,2012-01-10 12:00:00,2012-01-10 12:45:00,2012-01-10 14:15:00,2012-01-10 14:30:00,540,,2012-02-02 10:00:00,AUTO
36,2012-01-10 00:00:00,29,2012-01-10 05:00:00,2012-01-10 15:30:00,2012-01-10 08:00:00,2012-01-10 08:30:00,2012-01-10 12:00:00,2012-01-10 12:45:00,2012-01-10 14:15:00,2012-01-10 14:30:00,540,,2012-02-02 10:00:00,AUTO
37,2012-01-11 00:00:00,1,2012-01-11 05:30:00,2012-01-11 16:30:00,2012-01-11 08:30:00,2012-01-11 09:00:00,2012-01-11 12:00:00,2012-01-11 12:45:00,2012-01-11 14:30:00,2012-01-11 14:45:00,570,,2012-02-02 10:00:00,AUTO
38,2012-01-11 00:00:00,2,2012-01-11 05:30:00,2012-01-11 16:30:00,2012-01-11 08:30:00,2012-01-11 09:00:00,2012-01-11 12:00:00,2012-01-11 12:45:00,2012-01-11 14:30:00,2012-01-11 14:45:00,570,,2012-02-02 10:00:00,AUTO
39,2012-01-11 00:00:00,4,2012-01-11 05:30:00,2012-01-11 16:30:00,2012-01-11 08:30:00,2012-01-11 09:00:00,2012-01-11 12:00:00,2012-01-11 12:45:00,2012-01-11 14:30:00,2012-01-11 14:45:00,570,,2012-02-02 10:00:00,AUTO
40,2012-01-11 00:00:00,9,2012-01-11 05:00:00,2012-01-11 15:30:00,2012-01-11 08:00:00,2012-01-11 08:30:00,2012-01-11 12:00:00,2012-01-11 12:45:00,2012-01-11 14:15:00,2012-01-11 14:30:00,540,,2012-02-02 10:00:00,AUTO
41,2012-01-11 00:00:00,10,2012-01-11 05:00:00,2012-01-11 15:30:00,2012-01-11 08:00:00,2012-01-11 08:30:00,2012-01-11 12:00:00,2012-01-11 12:45:00,2012-01-11 14:15:00,2012-01-11 14:30:00,540,,2012-02-02 10:00:00,AUTO
42,2012-01-11 00:00:00,12,2012-01-11 05:00:00,2012-01-11 15:30:00,2012-01-11 08:00:00,2012-01-11 08:30:00,2012-01-11 12:00:00,2012-01-11 12:45:00,2012-01-11 14:15:00,2012-01-11 14:30:00,540,,2012-02-02 10:00:00,AUTO
43,2012-01-11 00:00:00,13,2012-01-11 05:00:00,2012-01-11 15:30:00,2012-01-11 08:00:00,2012-01-11 08:30:00,2012-01-11 12:00:00,2012-01-11 12:45:00,2012-01-11 14:15:00,2012-01-11 14:30:00,540,,2012-02-02 10:00:00,AUTO
44,2012-01-11 00:00:00,29,2012-01-11 05:00:00,2012-01-11 15:30:00,2012-01-11 08:00:00,2012-01-11 08:30:00,2012-01-11 12:00:00,2012-01-11 12:45:00,2012-01-11 14:15:00,2012-01-11 14:30:00,540,,2012-02-02 10:00:00,AUTO
45,2012-01-13 00:00:00,1,2012-01-13 05:30:00,2012-01-13 16:30:00,2012-01-13 08:30:00,2012-01-13 09:00:00,2012-01-13 12:00:00,2012-01-13 12:45:00,2012-01-13 14:30:00,2012-01-13 14:45:00,570,,2012-02-02 10:00:00,AUTO
46,2012-01-13 00:00:00,2,2012-01-13 05:30:00,2012-01-13 16:30:00,2012-01-13 08:30:00,2012-01-13 09:00:00,2012-01-13 12:00:00,2012-01-13 12:45:00,2012-01-13 14:30:00,2012-01-13 14:45:00,570,,2012-02-02 10:00:00,AUTO
47,2012-01-13 00:00:00,4,2012-01-13 05:30:00,2012-01-13 16:30:00,2012-01-13 08:30:00,2012-01-13 09:00:00,2012-01-13 12:00:00,2012-01-13 12:45:00,2012-01-13 14:30:00,2012-01-13 14:45:00,570,,2012-02-02 10:00:00,AUTO
48,2012-01-16 00:00:00,1,2012-01-16 05:30:00,2012-01-16 16:30:00,2012-01-16 08:30:00,2012-01-16 09:00:00,2012-01-16 12:00:00,2012-01-16 12:45:00,2012-01-16 14:30:00,2012-01-16 14:45:00,570,,2012-02-02 10:00:00,AUTO
49,2012-01-16 00:00:00,2,2012-01-16 05:30:00,2012-01-16 16:30:00,2012-01-16 08:30:00,2012-01-16 09:00:00,2012-01-16 12:00:00,2012-01-16 12:45:00,2012-01-16 14:30:00,2012-01-16 14:45:00,570,,2012-02-02 10:00:00,AUTO
50,2012-01-16 00:00:00,4,2012-01-16 05:30:00,2012-01-16 16:30:00,2012-01-16 08:30:00,2012-01-16 09:00:00,2012-01-16 12:00:00,2012-01-16 12:45:00,2012-01-16 14:30:00,2012-01-16 14:45:00,570,,2012-02-02 10:00:00,AUTO
51,2012-01-16 00:00:00,9,2012-01-16 05:00:00,2012-01-16 15:30:00,2012-01-16 08:00:00,2012-01-16 08:30:00,2012-01-16 12:00:00,2012-01-16 12:45:00,2012-01-16 14:15:00,2012-01-16 14:30:00,540,,2012-02-02 10:00:00,AUTO
52,2012-01-16 00:00:00,10,2012-01-16 05:00:00,2012-01-16 15:30:00,2012-01-16 08:00:00,2012-01-16 08:30:00,2012-01-16 12:00:00,2012-01-16 12:45:00,2012-01-16 14:15:00,2012-01-16 14:30:00,540,,2012-02-02 10:00:00,AUTO
53,2012-01-16 00:00:00,12,2012-01-16 05:00:00,2012-01-16 15:30:00,2012-01-16 08:00:00,2012-01-16 08:30:00,2012-01-16 12:00:00,2012-01-16 12:45:00,2012-01-16 14:15:00,2012-01-16 14:30:00,540,,2012-02-02 10:00:00,AUTO
54,2012-01-16 00:00:00,13,2012-01-16 05:00:00,2012-01-16 15:30:00,2012-01-16 08:00:00,2012-01-16 08:30:00,2012-01-16 12:00:00,2012-01-16 12:45:00,2012-01-16 14:15:00,2012-01-16 14:30:00,540,,2012-02-02 10:00:00,AUTO
55,2012-01-16 00:00:00,29,2012-01-16 05:00:00,2012-01-16 15:30:00,2012-01-16 08:00:00,2012-01-16 08:30:00,2012-01-16 12:00:00,2012-01-16 12:45:00,2012-01-16 14:15:00,2012-01-16 14:30:00,540,,2012-02-02 10:00:00,AUTO
56,2012-01-17 00:00:00,9,2012-01-17 05:00:00,2012-01-17 15:30:00,2012-01-17 08:00:00,2012-01-17 08:30:00,2012-01-17 12:00:00,2012-01-17 12:45:00,2012-01-17 14:15:00,2012-01-17 14:30:00,540,,2012-02-02 10:00:00,AUTO
57,2012-01-17 00:00:00,10,2012-01-17 05:00:00,2012-01-17 15:30:00,2012-01-17 08:00:00,2012-01-17 08:30:00,2012-01-17 12:00:00,2012-01-17 12:45:00,2012-01-17 14:15:00,2012-01-17 14:30:00,540,,2012-02-02 10:00:00,AUTO
58,2012-01-17 00:00:00,12,2012-01-17 05:00:00,2012-01-17 15:30:00,2012-01-17 08:00:00,2012-01-17 08:30:00,2012-01-17 12:00:00,2012-01-17 12:45:00,2012-01-17 14:15:00,2012-01-17 14:30:00,540,,2012-02-02 10:00:00,AUTO
59,2012-01-17 00:00:00,13,2012-01-17 05:00:00,2012-01-17 15:30:00,2012-01-17 08:00:00,2012-01-17 08:30:00,2012-01-17 12:00:00,2012-01-17 12:45:00,2012-01-17 14:15:00,2012-01-17 14:30:00,540,,2012-02-02 10:00:00,AUTO
60,2012-01-17 00:00:00,29,2012-01-17 05:00:00,2012-01-17 15:30:00,2012-01-17 08:00:00,2012-01-17 08:30:00,2012-01-17 12:00:00,2012-01-17 12:45:00,2012-01-17 14:15:00,2012-01-17 14:30:00,540,,2012-02-02 10:00:00,AUTO
61,2012-01-18 00:00:00,1,2012-01-18 05:30:00,2012-01-18 16:30:00,2012-01-18 08:30:00,2012-01-18 09:00:00,2012-01-18 12:00:00,2012-01-18 12:45:00,2012-01-18 14:30:00,2012-01-18 14:45:00,570,,2012-02-02 10:00:00,AUTO
62,2012-01-18 00:00:00,2,2012-01-18 05:30:00,2012-01-18 16:30:00,2012-01-18 08:30:00,2012-01-18 09:00:00,2012-01-18 12:00:00,2012-01-18 12:45:00,2012-01-18 14:30:00,2012-01-18 14:45:00,570,,2012-02-02 10:00:00,AUTO
63,2012-01-18 00:00:00,4,2012-01-18 05:30:00,2012-01-18 16:30:00,2012-01-18 08:30:00,2012-01-18 09:00:00,2012-01-18 12:00:00,2012-01-18 12:45:00,2012-01-18 14:30:00,2012-01-18 14:45:00,570,,2012-02-02 10:00:00,AUTO
64,2012-01-18 00:00:00,9,2012-01-18 05:00:00,2012-01-18 15:30:00,2012-01-18 08:00:00,2012-01-18 08:30:00,2012-01-18 12:00:00,2012-01-18 12:45:00,2012-01-18 14:15:00,2012-01-18 14:30:00,540,,2012-02-02 10:00:00,AUTO
65,2012-01-18 00:00:00,10,2012-01-18 05:00:00,2012-01-18 15:30:00,2012-01-18 08:00:00,2012-01-18 08:30:00,2012-01-18 12:00:00,2012-01-18 12:45:00,2012-01-18 14:15:00,2012-01-18 14:30:00,540,,2012-02-02 10:00:00,AUTO
66,2012-01-18 00:00:00,12,2012-01-18 05:00:00,2012-01-18 15:30:00,2012-01-18 08:00:00,2012-01-18 08:30:00,2012-01-18 12:00:00,2012-01-18 12:45:00,2012-01-18 14:15:00,2012-01-18 14:30:00,540,,2012-02-02 10:00:00,AUTO
67,2012-01-18 00:00:00,13,2012-01-18 05:00:00,2012-01-18 15:30:00,2012-01-18 08:00:00,2012-01-18 08:30:00,2012-01-18 12:00:00,2012-01-18 12:45:00,2012-01-18 14:15:00,2012-01-18 14:30:00,540,,2012-02-02 10:00:00,AUTO
68,2012-01-18 00:00:00,29,2012-01-18 05:00:00,2012-01-18 15:30:00,2012-01-18 08:00:00,2012-01-18 08:30:00,2012-01-18 12:00:00,2012-01-18 12:45:00,2012-01-18 14:15:00,2012-01-18 14:30:00,540,,2012-02-02 10:00:00,AUTO
69,2012-01-20 00:00:00,1,2012-01-20 05:30:00,2012-01-20 16:30:00,2012-01-20 08:30:00,2012-01-20 09:00:00,2012-01-20 12:00:00,2012-01-20 12:45:00,2012-01-20 14:30:00,2012-01-20 14:45:00,570,,2012-02-02 10:00:00,AUTO
70,2012-01-20 00:00:00,2,2012-01-20 05:30:00,2012-01-20 16:30:00,2012-01-20 08:30:00,2012-01-20 09:00:00,2012-01-20 12:00:00,2012-01-20 12:45:00,2012-01-20 14:30:00,2012-01-20 14:45:00,570,,2012-02-02 10:00:00,AUTO
71,2012-01-20 00:00:00,4,2012-01-20 05:30:00,2012-01-20 16:30:00,2012-01-20 08:30:00,2012-01-20 09:00:00,2012-01-20 12:00:00,2012-01-20 12:45:00,2012-01-20 14:30:00,2012-01-20 14:45:00,570,,2012-02-02 10:00:00,AUTO
72,2012-01-23 00:00:00,1,2012-01-23 05:30:00,2012-01-23 16:30:00,2012-01-23 08:30:00,2012-01-23 09:00:00,2012-01-23 12:00:00,2012-01-23 12:45:00,2012-01-23 14:30:00,2012-01-23 14:45:00,570,,2012-02-02 10:00:00,AUTO
73,2012-01-23 00:00:00,2,2012-01-23 05:30:00,2012-01-23 16:30:00,2012-01-23 08:30:00,2012-01-23 09:00:00,2012-01-23 12:00:00,2012-01-23 12:45:00,2012-01-23 14:30:00,2012-01-23 14:45:00,570,,2012-02-02 10:00:00,AUTO
74,2012-01-23 00:00:00,4,2012-01-23 05:30:00,2012-01-23 16:30:00,2012-01-23 08:30:00,2012-01-23 09:00:00,2012-01-23 12:00:00,2012-01-23 12:45:00,2012-01-23 14:30:00,2012-01-23 14:45:00,570,,2012-02-02 10:00:00,AUTO
75,2012-01-23 00:00:00,9,2012-01-23 05:00:00,2012-01-23 15:30:00,2012-01-23 08:00:00,2012-01-23 08:30:00,2012-01-23 12:00:00,2012-01-23 12:45:00,2012-01-23 14:15:00,2012-01-23 14:30:00,540,,2012-02-02 10:00:00,AUTO
76,2012-01-23 00:00:00,10,2012-01-23 05:00:00,2012-01-23 15:30:00,2012-01-23 08:00:00,2012-01-23 08:30:00,2012-01-23 12:00:00,2012-01-23 12:45:00,2012-01-23 14:15:00,2012-01-23 14:30:00,540,,2012-02-02 10:00:00,AUTO
77,2012-01-23 00:00:00,12,2012-01-23 05:00:00,2012-01-23 15:30:00,2012-01-23 08:00:00,2012-01-23 08:30:00,2012-01-23 12:00:00,2012-01-23 12:45:00,2012-01-23 14:15:00,2012-01-23 14:30:00,540,,2012-02-02 10:00:00,AUTO
78,2012-01-23 00:00:00,13,2012-01-23 05:00:00,2012-01-23 15:30:00,2012-01-23 08:00:00,2012-01-23 08:30:00,2012-01-23 12:00:00,2012-01-23 12:45:00,2012-01-23 14:15:00,2012-01-23 14:30:00,540,,2012-02-02 10:00:00,AUTO
79,2012-01-23 00:00:00,29,2012-01-23 05:00:00,2012-01-23 15:30:00,2012-01-23 08:00:00,2012-01-23 08:30:00,2012-01-23 12:00:00,2012-01-23 12:45:00,2012-01-23 14:15:00,2012-01-23 14:30:00,540,,2012-02-02 10:00:00,AUTO
80,2012-01-24 00:00:00,9,2012-01-24 05:00:00,2012-01-24 15:30:00,2012-01-24 08:00:00,2012-01-24 08:30:00,2012-01-24 12:00:00,2012-01-24 12:45:00,2012-01-24 14:15:00,2012-01-24 14:30:00,540,,2012-02-02 10:00:00,AUTO
81,2012-01-24 00:00:00,10,2012-01-24 05:00:00,2012-01-24 15:30:00,2012-01-24 08:00:00,2012-01-24 08:30:00,2012-01-24 12:00:00,2012-01-24 12:45:00,2012-01-24 14:15:00,2012-01-24 14:30:00,540,,2012-02-02 10:00:00,AUTO
82,2012-01-24 00:00:00,12,2012-01-24 05:00:00,2012-01-24 15:30:00,2012-01-24 08:00:00,2012-01-24 08:30:00,2012-01-24 12:00:00,2012-01-24 12:45:00,2012-01-24 14:15:00,2012-01-24 14:30:00,540,,2012-02-02 10:00:00,AUTO
83,2012-01-24 00:00:00,13,2012-01-24 05:00:00,2012-01-24 15:30:00,2012-01-24 08:00:00,2012-01-24 08:30:00,2012-01-24 12:00:00,2012-01-24 12:45:00,2012-01-24 14:15:00,2012-01-24 14:30:00,540,,2012-02-02 10:00:00,AUTO
84,2012-01-24 00:00:00,29,2012-01-24 05:00:00,2012-01-24 15:30:00,2012-01-24 08:00:00,2012-01-24 08:30:00,2012-01-24 12:00:00,2012-01-24 12:45:00,2012-01-24 14:15:00,2012-01-24 14:30:00,540,,2012-02-02 10:00:00,AUTO
85,2012-01-25 00:00:00,1,2012-01-25 05:30:00,2012-01-25 16:30:00,2012-01-25 08:30:00,2012-01-25 09:00:00,2012-01-25 12:00:00,2012-01-25 12:45:00,2012-01-25 14:30:00,2012-01-25 14:45:00,570,,2012-02-02 10:00:00,AUTO
86,2012-01-25 00:00:00,2,2012-01-25 05:30:00,2012-01-25 16:30:00,2012-01-25 08:30:00,2012-01-25 09:00:00,2012-01-25 12:00:00,2012-01-25 12:45:00,2012-01-25 14:30:00,2012-01-25 14:45:00,570,,2012-02-02 10:00:00,AUTO
87,2012-01-25 00:00:00,4,2012-01-25 05:30:00,2012-01-25 16:30:00,2012-01-25 08:30:00,2012-01-25 09:00:00,2012-01-25 12:00:00,2012-01-25 12:45:00,2012-01-25 14:30:00,2012-01-25 14:45:00,570,,2012-02-02 10:00:00,AUTO
88,2012-01-25 00:00:00,9,2012-01-25 05:00:00,2012-01-25 15:30:00,2012-01-25 08:00:00,2012-01-25 08:30:00,2012-01-25 12:00:00,2012-01-25 12:45:00,2012-01-25 14:15:00,2012-01-25 14:30:00,540,,2012-02-02 10:00:00,AUTO
89,2012-01-25 00:00:00,10,2012-01-25 05:00:00,2012-01-25 15:30:00,2012-01-25 08:00:00,2012-01-25 08:30:00,2012-01-25 12:00:00,2012-01-25 12:45:00,2012-01-25 14:15:00,2012-01-25 14:30:00,540,,2012-02-02 10:00:00,AUTO
90,2012-01-25 00:00:00,12,2012-01-25 05:00:00,2012-01-25 15:30:00,2012-01-25 08:00:00,2012-01-25 08:30:00,2012-01-25 12:00:00,2012-01-25 12:45:00,2012-01-25 14:15:00,2012-01-25 14:30:00,540,,2012-02-02 10:00:00,AUTO
91,2012-01-25 00:00:00,13,2012-01-25 05:00:00,2012-01-25 15:30:00,2012-01-25 08:00:00,2012-01-25 08:30:00,2012-01-25 12:00:00,2012-01-25 12:45:00,2012-01-25 14:15:00,2012-01-25 14:30:00,540,,2012-02-02 10:00:00,AUTO
92,2012-01-25 00:00:00,29,2012-01-25 05:00:00,2012-01-25 15:30:00,2012-01-25 08:00:00,2012-01-25 08:30:00,2012-01-25 12:00:00,2012-01-25 12:45:00,2012-01-25 14:15:00,2012-01-25 14:30:00,540,,2012-02-02 10:00:00,AUTO
93,2012-01-27 00:00:00,1,2012-01-27 05:30:00,2012-01-27 16:30:00,2012-01-27 08:30:00,2012-01-27 09:00:00,2012-01-27 12:00:00,2012-01-27 12:45:00,2012-01-27 14:30:00,2012-01-27 14:45:00,570,,2012-02-02 10:00:00,AUTO
94,2012-01-27 00:00:00,2,2012-01-27 05:30:00,2012-01-27 16:30:00,2012-01-27 08:30:00,2012-01-27 09:00:00,2012-01-27 12:00:00,2012-01-27 12:45:00,2012-01-27 14:30:00,2012-01-27 14:45:00,570,,2012-02-02 10:00:00,AUTO
95,2012-01-27 00:00:00,4,2012-01-27 05:30:00,2012-01-27 16:30:00,2012-01-27 08:30:00,2012-01-27 09:00:00,2012-01-27 12:00:00,2012-01-27 12:45:00,2012-01-27 14:30:00,2012-01-27 14:45:00,570,,2012-02-02 10:00:00,AUTO
96,2012-01-30 00:00:00,1,2012-01-30 05:30:00,2012-01-30 16:30:00,2012-01-30 08:30:00,2012-01-30 09:00:00,2012-01-30 12:00:00,2012-01-30 12:45:00,2012-01-30 14:30:00,2012-01-30 14:45:00,570,,2012-02-02 10:00:00,AUTO
